Date,Open,High,Low,Close,Adj Close,Volume
2019-02-08,144.710007,148.600006,144.130005,148.169998,148.017456,11540100
2019-02-11,146.389999,148.580002,144.500000,146.449997,146.299225,12379500
2019-02-12,148.000000,151.800003,147.419998,151.169998,151.014359,14776500
2019-02-13,152.360001,155.830002,151.809998,152.880005,152.722610,15134300
2019-02-14,152.839996,155.669998,151.100006,154.529999,154.370895,20681600
2019-02-15,162.949997,163.869995,156.419998,157.339996,157.178009,37918700
2019-02-19,156.910004,159.889999,156.139999,156.639999,156.478729,13797300
2019-02-20,157.820007,161.259995,157.369995,158.550003,158.386765,13524700
2019-02-21,159.059998,160.050003,155.179993,155.770004,155.609634,11213700
2019-02-22,157.860001,159.949997,157.309998,159.190002,159.026108,10043500
2019-02-25,162.559998,165.279999,158.339996,158.690002,158.526627,16400500
2019-02-26,158.500000,160.759995,155.750000,157.100006,156.938263,12211600
2019-02-27,156.520004,157.589996,153.110001,155.410004,155.250000,12506400
2019-02-28,155.000000,155.899994,153.360001,154.259995,154.259995,8123600
2019-03-01,156.270004,158.149994,153.919998,156.449997,156.449997,8929700
2019-03-04,158.000000,158.919998,154.500000,156.779999,156.779999,10249800
2019-03-05,156.149994,158.059998,153.960007,156.520004,156.520004,9073100
2019-03-06,156.160004,156.500000,151.940002,152.050003,152.050003,10088100
2019-03-07,151.100006,151.490005,147.399994,149.259995,149.259995,11173900
2019-03-08,145.660004,151.070007,144.800003,150.639999,150.639999,10560400
2019-03-11,151.589996,162.059998,149.690002,161.139999,161.139999,21493200
2019-03-12,162.259995,164.389999,159.190002,162.520004,162.520004,14489400
2019-03-13,164.029999,169.800003,163.729996,168.619995,168.619995,19222500
2019-03-14,168.990005,169.470001,165.250000,165.559998,165.559998,12984600
2019-03-15,167.300003,171.529999,167.160004,169.809998,169.809998,16537100
2019-03-18,171.080002,173.250000,167.860001,168.949997,168.949997,12174800
2019-03-19,172.759995,177.500000,172.080002,175.710007,175.710007,21374300
2019-03-20,176.880005,179.029999,173.000000,174.399994,174.399994,17978700
2019-03-21,175.330002,185.000000,175.130005,183.940002,183.940002,20607800
2019-03-22,182.839996,184.800003,176.940002,177.500000,177.500000,18691100
2019-03-25,175.860001,178.449997,171.110001,173.779999,173.779999,13130300
2019-03-26,179.490005,181.750000,174.600006,176.869995,176.869995,17587700
2019-03-27,177.899994,179.770004,173.699997,176.500000,176.500000,11859300
2019-03-28,177.550003,179.899994,175.110001,177.250000,177.250000,12006600
2019-03-29,179.940002,180.539993,177.910004,179.559998,179.559998,11422400
2019-04-01,183.259995,183.500000,180.369995,182.279999,182.279999,12095600
2019-04-02,183.250000,184.789993,181.520004,183.000000,183.000000,11023000
2019-04-03,185.000000,191.000000,184.800003,188.619995,188.619995,19719500
2019-04-04,188.000000,189.970001,185.729996,188.259995,188.259995,11434400
2019-04-05,190.000000,191.649994,188.529999,190.949997,190.949997,12043600
2019-04-08,189.720001,192.800003,188.750000,191.789993,191.789993,10604800
2019-04-09,190.440002,190.889999,187.559998,189.259995,189.259995,10999300
2019-04-10,189.229996,193.139999,189.050003,192.100006,192.100006,11119300
2019-04-11,192.199997,193.470001,189.550003,191.539993,191.539993,9365000
2019-04-12,193.100006,193.259995,189.660004,190.009995,190.009995,11792700
2019-04-15,189.699997,189.899994,183.100006,184.699997,184.699997,11002300
2019-04-16,186.279999,188.970001,184.960007,188.210007,188.210007,9874100
2019-04-17,189.619995,190.460007,186.389999,187.289993,187.289993,8775100
2019-04-18,187.559998,188.929993,185.179993,186.300003,186.300003,9524700
2019-04-22,185.350006,189.100006,184.080002,188.470001,188.470001,6998400
2019-04-23,189.000000,191.929993,188.610001,190.669998,190.669998,8671400
2019-04-24,191.089996,192.809998,188.639999,191.169998,191.169998,7955100
2019-04-25,189.550003,190.449997,183.699997,186.910004,186.910004,12482400
2019-04-26,180.710007,180.889999,173.300003,178.089996,178.089996,21724700
2019-04-29,178.410004,180.449997,175.500000,179.330002,179.330002,9798000
2019-04-30,178.029999,182.029999,177.259995,181.000000,181.000000,9073000
2019-05-01,183.110001,184.809998,180.460007,180.470001,180.470001,8857000
2019-05-02,180.860001,184.869995,179.119995,183.190002,183.190002,9867100
2019-05-03,183.529999,183.929993,180.529999,183.009995,183.009995,8420600
2019-05-06,175.500000,180.339996,174.000000,179.850006,179.850006,10554400
2019-05-07,177.899994,177.899994,171.169998,173.110001,173.110001,13861200
2019-05-08,172.000000,177.139999,171.520004,173.919998,173.919998,9890443
