Date,Open,High,Low,Close,Adj Close,Volume
2019-02-06,49.950001,50.639999,49.820000,49.900002,49.596264,21647800
2019-02-07,49.500000,49.849998,48.680000,49.230000,48.930340,27825900
2019-02-08,48.770000,49.020000,48.009998,48.840000,48.542713,18851200
2019-02-11,49.020000,49.320000,48.580002,48.770000,48.473141,18004100
2019-02-12,49.360001,50.139999,49.270000,50.009998,49.705589,18050100
2019-02-13,50.130001,50.810001,50.000000,50.470001,50.162792,17712800
2019-02-14,50.410000,51.040001,50.349998,50.810001,50.500725,17545400
2019-02-15,51.250000,51.669998,51.090000,51.660000,51.345547,22520400
2019-02-19,51.349998,51.709999,51.340000,51.400002,51.087132,15611800
2019-02-20,51.630001,51.730000,51.060001,51.389999,51.077190,21607700
2019-02-21,51.320000,51.840000,51.209999,51.410000,51.097069,16162100
2019-02-22,52.700001,52.980000,52.060001,52.490002,52.170498,31934100
2019-02-25,53.060001,53.610001,52.860001,53.099998,52.776783,20711800
2019-02-26,53.009998,53.369999,52.910000,53.230000,52.905991,16082200
2019-02-27,52.759998,53.380001,52.509998,53.240002,52.915932,17590300
2019-02-28,52.919998,53.180000,52.810001,52.959999,52.637634,18388800
2019-03-01,53.439999,53.680000,52.889999,53.299999,52.975567,18359300
2019-03-04,53.750000,54.099998,53.209999,53.939999,53.611668,21706100
2019-03-05,53.849998,53.990002,53.110001,53.680000,53.353252,21057700
2019-03-06,53.630001,53.650002,52.939999,52.950001,52.627697,14740500
2019-03-07,52.770000,52.990002,52.360001,52.599998,52.279823,17803000
2019-03-08,51.970001,52.560001,51.700001,52.480000,52.160557,16793900
2019-03-11,52.880001,53.650002,52.570000,53.349998,53.025261,18963000
2019-03-12,53.340000,53.959999,53.180000,53.570000,53.243923,20782100
2019-03-13,54.000000,54.570000,53.650002,54.369999,54.039051,25522300
2019-03-14,54.299999,54.450001,53.330002,53.439999,53.114712,26647100
2019-03-15,53.680000,54.689999,53.680000,54.330002,53.999298,46512500
2019-03-18,54.419998,54.509998,53.869999,54.099998,53.770695,16274000
2019-03-19,54.470001,54.650002,54.000000,54.169998,53.840267,18274800
2019-03-20,54.060001,54.400002,53.610001,53.820000,53.492401,24325300
2019-03-21,53.919998,54.990002,53.840000,54.639999,54.307407,19127200
2019-03-22,54.400002,54.619999,53.209999,53.259998,52.935806,21438400
2019-03-25,52.970001,53.549999,52.380001,52.779999,52.458729,16971400
2019-03-26,53.320000,53.770000,53.040001,53.439999,53.114712,17724300
2019-03-27,53.590000,53.860001,52.939999,53.160000,52.836418,19656000
2019-03-28,53.250000,53.439999,52.770000,53.110001,52.786724,13607900
2019-03-29,53.799999,54.040001,53.480000,53.700001,53.373131,18736100
2019-04-01,54.340000,54.570000,54.099998,54.509998,54.178200,17830400
2019-04-02,54.529999,54.799999,54.230000,54.360001,54.029114,13704500
2019-04-03,55.029999,55.990002,54.889999,55.480000,55.142296,24552800
2019-04-04,55.270000,56.139999,55.270000,55.919998,55.579617,16520500
2019-04-05,55.750000,55.950001,54.869999,55.599998,55.261566,19268400
2019-04-08,55.279999,55.740002,55.200001,55.680000,55.341080,11758800
2019-04-09,55.349998,55.430000,54.900002,55.320000,54.983269,13339700
2019-04-10,55.320000,55.860001,55.320000,55.750000,55.410652,13084000
2019-04-11,55.759998,56.070000,55.630001,55.799999,55.460346,10845800
2019-04-12,56.209999,56.490002,55.840000,56.419998,56.076572,12910200
2019-04-15,56.459999,56.560001,55.919998,56.279999,55.937424,11676900
2019-04-16,56.660000,57.470001,56.070000,56.709999,56.364807,30301900
2019-04-17,58.439999,59.590000,58.119999,58.560001,58.203548,38788400
2019-04-18,58.709999,58.880001,58.119999,58.490002,58.133976,20464200
2019-04-22,58.150002,58.830002,57.880001,58.820000,58.461964,12327500
2019-04-23,58.889999,58.980000,58.500000,58.779999,58.422207,17739900
2019-04-24,58.520000,59.290001,58.139999,58.720001,58.362576,17723700
2019-04-25,58.299999,58.380001,57.230000,57.610001,57.259331,27949900
2019-04-26,52.740002,53.090000,51.520000,52.430000,52.110863,72364500
2019-04-29,52.169998,52.430000,51.000000,51.110001,50.798897,42142300
2019-04-30,51.000000,51.430000,50.869999,51.040001,50.729324,27130900
2019-05-01,51.099998,51.599998,50.740002,50.759998,50.451023,20467600
2019-05-02,50.799999,51.330002,50.119999,50.549999,50.242306,22655400
2019-05-03,51.080002,51.820000,50.730000,51.750000,51.435001,25656600
2019-05-06,50.250000,51.279999,50.189999,51.220001,51.220001,26237800
